supermarket,category,productname,price,baseprice,generalurl,imageurl,viewdate
 ALDI Australia,Beauty ,LACURA® Naturals Anti-Aging Night Cream with Rice Bran Oil & Silk Protein 50ml,$7.99,$15.98 per 100ml,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-naturals-anti-aging-night-cream-with-rice-b/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/skin_care/ALN1075_SKIN_CARE_UPDATE_1x1_228x128_23.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Naturals Anti-Aging Serum with Ginger Extract & Silk Protein 30ml,$7.99,$26.63 per 100ml,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-naturals-anti-aging-serum-with-ginger-extra/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/skin_care/ALN1075_SKIN_CARE_UPDATE_1x1_228x128_21.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Naturals Anti-Aging Eye Cream with Tiger Grass & Silk Protein 15ml,$7.99,$53.27 per 100ml,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-naturals-anti-aging-eye-cream-with-tiger-gr/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/skin_care/ALN1075_SKIN_CARE_UPDATE_1x1_228x128_22.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Beauty Long Lasting Duo Lipstick,$6.99,0,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-beauty-long-lasting-duo-lipstick/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/skin_care/ALN1075_SKIN_CARE_UPDATE_1x1_228x128_18.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Beauty Long Lasting Compact Powder 10g,$5.99,$5.99 per 10g,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-beauty-long-lasting-compact-powder-10g/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/skin_care/ALN1075_SKIN_CARE_UPDATE_1x1_228x128_19.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Beauty Long Lasting Compact Blush 4.5g,$5.99,$13.31 per 10g,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-beauty-long-lasting-compact-blush-45g/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/skin_care/ALN1075_SKIN_CARE_UPDATE_1x1_228x128_20.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Beauty Foundation with Sunscreen,$4.99,$1.00 per 10ml,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-beauty-foundation-with-sunscreen/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/skin_care/ALP0614_WEB_AUDIT_2Q_LACURA_1x1_128x228_7.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Beauty Face Primer 3 in 1,$4.99,$1.00 per 10ml,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-beauty-face-primer-3-in-1/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/skin_care/ALP0614_WEB_AUDIT_2Q_LACURA_1x1_128x228_6.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Beauty 24hr Mascara – Waterproof 11.6ml or Volume 11.9ml,$6.99,$5.87-$6.03 per 10ml,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-beauty-24hr-mascara-waterproof-116ml-or-vol/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/skin_care/ALP0614_WEB_AUDIT_2Q_LACURA_1x1_128x228_4.jpg,2020-09-09 17:25:40
 ALDI Australia,Beauty ,LACURA® Retractable Eyeliner or Eyebrow Pencil 0.3g,$4.99,$166.33 per 10g,https://www.aldi.com.au/en/groceries/beauty/beauty-detail/ps/p/lacura-retractable-eyeliner-or-eyebrow-pencil-03g/,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/skin_care/2019/ALN2362_Retractable_Eyeliner_or_Eyebrow_Pencil_0.3g_1x1_228x128_.jpg,2020-09-09 17:25:40
